cutoff,scale,residues,contacts,beyond_distance_best,best_gamma,noise_hump,gain_over_ends,p_value,classical_best,quantum_minus_classical,raw_best,proximity,transport_verdict,control_best_seed,seconds
7.0,1.0,141,487,0.7764857881136951,100.0,no,0.0,0.029597040295970403,0.7764857881136951,0.0,0.896640826873385,0.7932816537467701,hump,,18.0
7.0,3.0,141,487,0.7764857881136951,100.0,no,0.0,0.037196280371962806,0.7764857881136951,0.0,0.896640826873385,0.7932816537467701,hump,,19.4
7.0,5.0,141,487,0.7764857881136951,100.0,no,0.0,0.0365963403659634,0.7764857881136951,0.0,0.896640826873385,0.7932816537467701,hump,,21.9
8.0,1.0,141,693,0.6408268733850129,0.1778,yes,0.012919896640826822,0.2776722327767223,0.6266149870801033,0.014211886304909549,0.8785529715762274,0.8410852713178295,hump,,21.5
8.0,3.0,141,693,0.6873385012919897,0.5623,yes,0.040051679586563305,0.1760823917608239,0.6266149870801033,0.060723514211886376,0.8785529715762274,0.8410852713178295,hump,,23.2
8.0,5.0,141,693,0.7532299741602068,0.1778,yes,0.05813953488372092,0.05269473052694731,0.6266149870801033,0.12661498708010344,0.8785529715762274,0.8410852713178295,hump,,25.6
9.0,1.0,141,859,0.5755813953488372,100.0,no,0.0,0.46805319468053197,0.5626614987080103,0.012919896640826933,0.8113695090439277,0.813953488372093,hump,,25.1
9.0,3.0,141,859,0.6020671834625323,0.1778,yes,0.026485788113695063,0.45855414458554145,0.5626614987080103,0.039405684754522,0.8126614987080103,0.813953488372093,hump,,26.9
9.0,5.0,141,859,0.6156330749354005,1.0,yes,0.016149870801033583,0.37306269373062695,0.5626614987080103,0.05297157622739024,0.8113695090439277,0.813953488372093,hump,,29.2
