cutoff,scale,residues,contacts,beyond_distance_best,best_gamma,noise_hump,gain_over_ends,p_value,classical_best,quantum_minus_classical,raw_best,proximity,transport_verdict,control_best_seed,seconds
7.0,1.0,282,1001,0.8597724230254351,0.05623,yes,0.04953145917001345,9.999000099990002e-05,0.5957161981258366,0.26405622489959846,0.6117804551539491,0.3649598393574297,hump,,65.7
7.0,3.0,282,1001,0.7284136546184738,1.0,yes,0.2019745649263721,0.014698530146985302,0.5957161981258366,0.1326974564926372,0.4919678714859438,0.3649598393574297,hump,,72.7
7.0,5.0,282,1001,0.7193775100401606,3.162,yes,0.17151941097724221,0.0206979302069793,0.5957161981258366,0.12366131191432395,0.4685408299866131,0.3649598393574297,hump,,80.4
8.0,1.0,282,1415,0.7108433734939759,1.0,yes,0.06961178045515393,0.023897610238976102,0.6552878179384204,0.05555555555555547,0.4330655957161981,0.28714859437751006,hump,,76.4
8.0,3.0,282,1415,0.7272423025435074,1.778,yes,0.08768406961178055,0.013598640135986401,0.6552878179384204,0.07195448460508702,0.43105756358768405,0.28714859437751006,hump,,84.0
8.0,5.0,282,1415,0.7322623828647925,3.162,yes,0.09404283801874158,0.011898810118988102,0.6552878179384204,0.07697456492637211,0.4243641231593039,0.28714859437751006,hump,,92.6
9.0,1.0,282,1834,0.7931726907630522,3.162,yes,0.04518072289156627,0.0010998900109989002,0.7821285140562249,0.011044176706827336,0.3908969210174029,0.23092369477911648,hump,,96.2
9.0,3.0,282,1834,0.8480589022757697,3.162,yes,0.10107095046854087,0.00019998000199980003,0.7821285140562249,0.06593038821954489,0.45314591700133866,0.23092369477911648,hump,,103.8
9.0,5.0,282,1834,0.8417001338688086,5.623,yes,0.09203480589022761,0.00019998000199980003,0.7821285140562249,0.05957161981258374,0.4467871485943775,0.23092369477911648,hump,,111.7
